Organization,Country,Lattitude,Longitude,Industry,Organization_size,Owner,Lead_acquisition_date,Product,Status,Status_sequence,Stage,Stage_sequence,Deal_Value_USD,Probability_pct,Expected_close_date,Actual_close_date,lead_year,lead_month,deal_duration_days,close_delay_days,is_won,is_lost,is_closed,is_open,is_saas,org_size_cat
"Sauer, Bartell and Friesen",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),David Wilson,2024-03-19,Services,Opportunity,5,Initial contact,2.0,3071,90,2024-08-09,,2024,2024-03,143,,False,False,False,True,False,Medium (201-500)
Tromp Group,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Michael Brown,2024-03-17,SAAS,Opportunity,5,Initial contact,2.0,7500,50,2024-10-10,,2024,2024-03,207,,False,False,False,True,True,Medium (201-500)
"Harber, Lynch and Kassulke",Germany,52.520008,13.404954,Energy & Utilities,Medium (201-500),David Wilson,2024-03-07,Services,Opportunity,5,Initial contact,2.0,5842,10,2024-05-17,,2024,2024-03,71,,False,False,False,True,False,Medium (201-500)
Beer LLC,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Michael Brown,2024-04-28,Services,Opportunity,5,Initial contact,2.0,7677,100,2024-12-27,,2024,2024-04,243,,False,False,False,True,False,Medium (201-500)
Casper LLC,Germany,52.520008,13.404954,Retail & Distribution,Medium (201-500),David Wilson,2024-03-15,SAAS,Opportunity,5,Initial contact,2.0,4904,100,2024-10-22,,2024,2024-03,221,,False,False,False,True,True,Medium (201-500)
Feeney-Smith,France,48.864716,2.349014,Telecommunications,Medium (201-500),John Smith,2024-02-04,Services,Opportunity,5,Initial contact,2.0,1657,30,2024-09-01,,2024,2024-02,210,,False,False,False,True,False,Medium (201-500)
"Hand, Beer and Feest",Austria,48.210033,16.363449,Recreation & Sports,Medium (201-500),Sarah Davis,2024-03-28,SAAS,Opportunity,5,Initial contact,2.0,2112,70,2025-01-29,,2024,2024-03,307,,False,False,False,True,True,Medium (201-500)
Schneider Inc,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),Sarah Davis,2024-01-27,Services,Opportunity,5,Initial contact,2.0,1284,40,2024-06-13,,2024,2024-01,138,,False,False,False,True,False,Medium (201-500)
Jast and Sons,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Emily Johnson,2024-01-13,SAAS,Opportunity,5,Initial contact,2.0,6205,30,2024-04-25,,2024,2024-01,103,,False,False,False,True,True,Medium (201-500)
"Lehner, Ledner and Strosin",Netherlands,52.370216,4.895168,Government Administration Healthcare,Medium (201-500),Michael Brown,2024-01-10,Services,Opportunity,5,Initial contact,2.0,502,10,2024-12-23,,2024,2024-01,348,,False,False,False,True,False,Medium (201-500)
"Strosin, Ebert and Hessel",France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,2024-02-04,Services,Opportunity,5,Initial contact,2.0,7094,40,2024-05-28,,2024,2024-02,114,,False,False,False,True,False,Medium (201-500)
"Rath, Gleason and Shanahan",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,2024-03-23,SAAS,Opportunity,5,Initial contact,2.0,3955,30,2025-03-22,,2024,2024-03,364,,False,False,False,True,True,Medium (201-500)
Cormier-Baumbach,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),Michael Brown,2024-04-29,Services,Opportunity,5,Initial contact,2.0,7725,20,2024-10-14,,2024,2024-04,168,,False,False,False,True,False,Medium (201-500)
"Langworth, Herzog and Veum",France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Emily Johnson,2024-05-17,Services,Opportunity,5,Initial contact,2.0,5993,80,2025-02-03,,2024,2024-05,262,,False,False,False,True,False,Medium (201-500)
Botsford-Ruecker,Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),Michael Brown,2024-03-03,Services,Opportunity,5,Initial contact,2.0,4910,40,2024-09-19,,2024,2024-03,200,,False,False,False,True,False,Medium (201-500)
"Bernier, D'Amore and Quitzon",Belgium,51.260197,4.402771,Agriculture & Mining,Medium (201-500),Michael Brown,2024-01-30,SAAS,Opportunity,5,Initial contact,2.0,6186,40,2024-09-22,,2024,2024-01,236,,False,False,False,True,True,Medium (201-500)
Gleichner-Crist,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Michael Brown,2024-02-26,Custom solution,Opportunity,5,Initial contact,2.0,4143,20,2024-06-23,,2024,2024-02,118,,False,False,False,True,False,Medium (201-500)
Bosco-Kemmer,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-02-08,Services,Opportunity,5,Initial contact,2.0,1932,70,2024-12-21,,2024,2024-02,317,,False,False,False,True,False,Medium (201-500)
Pacocha-Powlowski,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Michael Brown,2024-05-08,Services,Opportunity,5,Initial contact,2.0,5594,10,2024-07-10,,2024,2024-05,63,,False,False,False,True,False,Medium (201-500)
Smith Inc,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),David Wilson,2024-03-08,Custom solution,Opportunity,5,Initial contact,2.0,7212,50,2024-11-19,,2024,2024-03,256,,False,False,False,True,False,Medium (201-500)
Stark Inc,France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Sarah Davis,2024-04-21,SAAS,Opportunity,5,Initial contact,2.0,1094,50,2024-11-20,,2024,2024-04,213,,False,False,False,True,True,Medium (201-500)
Bailey-VonRueden,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Jessica Martinez,2024-01-23,SAAS,Opportunity,5,Initial contact,2.0,7972,30,2024-08-09,,2024,2024-01,199,,False,False,False,True,True,Medium (201-500)
Rogahn-Cummerata,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Laura Thompson,2024-02-04,Services,Opportunity,5,Initial contact,2.0,5743,40,2024-05-28,,2024,2024-02,114,,False,False,False,True,False,Medium (201-500)
Cole LLC,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),John Smith,2024-04-21,Services,Opportunity,5,Initial contact,2.0,1906,50,2025-01-03,,2024,2024-04,257,,False,False,False,True,False,Medium (201-500)
Kling LLC,France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Michael Brown,2024-05-10,SAAS,Opportunity,5,Initial contact,2.0,635,10,2025-03-24,,2024,2024-05,318,,False,False,False,True,True,Medium (201-500)
Murray-Rice,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Laura Thompson,2024-02-13,Custom solution,Opportunity,5,Initial contact,2.0,1429,20,2024-07-31,,2024,2024-02,169,,False,False,False,True,False,Medium (201-500)
Cummerata and Sons,Germany,52.520008,13.404954,Recreation & Sports,Medium (201-500),David Wilson,2024-02-03,Services,Opportunity,5,Initial contact,2.0,4340,50,2024-06-24,,2024,2024-02,142,,False,False,False,True,False,Medium (201-500)
Hayes Inc,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-01-18,Custom solution,Opportunity,5,Initial contact,2.0,3907,40,2024-06-30,,2024,2024-01,164,,False,False,False,True,False,Medium (201-500)
Pouros Group,Netherlands,52.370216,4.895168,Government Administration Healthcare,Medium (201-500),Sarah Davis,2024-01-03,SAAS,Opportunity,5,Initial contact,2.0,671,20,2024-02-06,,2024,2024-01,34,,False,False,False,True,True,Medium (201-500)
Howe-Pfeffer,Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),Michael Brown,2024-02-12,Custom solution,Opportunity,5,Initial contact,2.0,7563,30,2024-03-10,,2024,2024-02,27,,False,False,False,True,False,Medium (201-500)
"Lind, Swaniawski and Spinka",Netherlands,52.370216,4.895168,Government Administration Healthcare,Medium (201-500),Sarah Davis,2024-03-23,Services,Opportunity,5,Initial contact,2.0,1083,60,2025-02-05,,2024,2024-03,319,,False,False,False,True,False,Medium (201-500)
Bechtelar and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-01-14,SAAS,Opportunity,5,Initial contact,2.0,5813,10,2024-07-17,,2024,2024-01,185,,False,False,False,True,True,Medium (201-500)
Marquardt-Crooks,Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Sarah Davis,2024-02-06,Custom solution,Opportunity,5,Initial contact,2.0,2873,60,2024-04-02,,2024,2024-02,56,,False,False,False,True,False,Medium (201-500)
Rice LLC,Spain,40.416775,-3.70379,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-04-25,SAAS,Opportunity,5,Initial contact,2.0,5053,20,2025-04-07,,2024,2024-04,347,,False,False,False,True,True,Medium (201-500)
Fahey Group,Belgium,51.260197,4.402771,Education & Science,Medium (201-500),David Wilson,2024-01-31,SAAS,Opportunity,5,Initial contact,2.0,8000,40,2024-11-09,,2024,2024-01,283,,False,False,False,True,True,Medium (201-500)
Crona-Beer,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Laura Thompson,2024-05-25,Custom solution,Opportunity,5,Initial contact,2.0,7020,80,2024-12-12,,2024,2024-05,201,,False,False,False,True,False,Medium (201-500)
Runte-Baumbach,Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Michael Brown,2024-03-07,Services,Opportunity,5,Initial contact,2.0,3691,30,2025-01-04,,2024,2024-03,303,,False,False,False,True,False,Medium (201-500)
"Nitzsche, O'Reilly and White",Netherlands,52.370216,4.895168,Entertainment & Media & Hospitality,Medium (201-500),Kevin Anderson,2024-02-05,Custom solution,Opportunity,5,Initial contact,2.0,7971,50,2024-04-01,,2024,2024-02,56,,False,False,False,True,False,Medium (201-500)
"Rippin, Brakus and Cole",Spain,40.416775,-3.70379,Recreation & Sports,Medium (201-500),Michael Brown,2024-03-04,Services,Opportunity,5,Initial contact,2.0,2545,100,2024-08-27,,2024,2024-03,176,,False,False,False,True,False,Medium (201-500)
Beahan-Jenkins,Spain,40.416775,-3.70379,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-05-15,Custom solution,Opportunity,5,Initial contact,2.0,3848,90,2025-04-04,,2024,2024-05,324,,False,False,False,True,False,Medium (201-500)
"Balistreri, Corkery and Mertz",Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Sarah Davis,2024-05-23,Custom solution,Opportunity,5,Initial contact,2.0,386,50,2024-09-11,,2024,2024-05,111,,False,False,False,True,False,Medium (201-500)
Willms-Farrell,France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Jessica Martinez,2024-05-20,SAAS,Opportunity,5,Initial contact,2.0,1523,30,2025-01-25,,2024,2024-05,250,,False,False,False,True,True,Medium (201-500)
"O'Reilly, Dach and Simonis",Switzerland,46.204391,6.143158,Manufacturing & Production,Medium (201-500),Jessica Martinez,2024-04-30,SAAS,Opportunity,5,Initial contact,2.0,1672,90,2024-06-16,,2024,2024-04,47,,False,False,False,True,True,Medium (201-500)
Kunde-Lockman,Portugal,38.736946,-9.142685,Telecommunications,Medium (201-500),Emily Johnson,2024-01-18,SAAS,Opportunity,5,Initial contact,2.0,2045,50,2024-10-02,,2024,2024-01,258,,False,False,False,True,True,Medium (201-500)
Legros-Auer,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Emily Johnson,2024-04-27,SAAS,Opportunity,5,Initial contact,2.0,2968,20,2024-06-07,,2024,2024-04,41,,False,False,False,True,True,Medium (201-500)
Orn LLC,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),John Smith,2024-03-19,Custom solution,Opportunity,5,Initial contact,2.0,1307,20,2025-01-01,,2024,2024-03,288,,False,False,False,True,False,Medium (201-500)
Turcotte-VonRueden,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Sarah Davis,2024-03-10,SAAS,Opportunity,5,Initial contact,2.0,3725,40,2024-12-14,,2024,2024-03,279,,False,False,False,True,True,Medium (201-500)
Vandervort Inc,Austria,48.210033,16.363449,Energy & Utilities,Medium (201-500),Jessica Martinez,2024-04-26,Services,Opportunity,5,Initial contact,2.0,5200,40,2024-12-29,,2024,2024-04,247,,False,False,False,True,False,Medium (201-500)
"Schaden, Dicki and Kiehn",France,48.864716,2.349014,Energy & Utilities,Medium (201-500),Jessica Martinez,2024-05-22,Custom solution,Opportunity,5,Initial contact,2.0,7311,70,2025-05-17,,2024,2024-05,360,,False,False,False,True,False,Medium (201-500)
Bosco Group,Belgium,51.260197,4.402771,Professional Services  & Consulting,Medium (201-500),Laura Thompson,2024-01-28,Custom solution,Opportunity,5,Initial contact,2.0,1173,40,2024-08-04,,2024,2024-01,189,,False,False,False,True,False,Medium (201-500)
Rosenbaum Group,Portugal,38.736946,-9.142685,Retail & Distribution,Medium (201-500),David Wilson,2024-05-05,Custom solution,Opportunity,5,Initial contact,2.0,7339,70,2024-12-30,,2024,2024-05,239,,False,False,False,True,False,Medium (201-500)
Auer-Bradtke,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Emily Johnson,2024-05-18,SAAS,Opportunity,5,Initial contact,2.0,5441,40,2024-07-18,,2024,2024-05,61,,False,False,False,True,True,Medium (201-500)
"Armstrong, Hermann and Sawayn",Germany,52.520008,13.404954,Entertainment & Media & Hospitality,Medium (201-500),David Wilson,2024-03-04,SAAS,Opportunity,5,Initial contact,2.0,6675,20,2024-12-11,,2024,2024-03,282,,False,False,False,True,True,Medium (201-500)
Feeney LLC,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),David Wilson,2024-03-15,Custom solution,Opportunity,5,Initial contact,2.0,6553,30,2024-09-29,,2024,2024-03,198,,False,False,False,True,False,Medium (201-500)
"Marquardt, Denesik and Schmeler",Germany,52.520008,13.404954,Construction & Engineering,Medium (201-500),Emily Johnson,2024-04-20,Custom solution,Opportunity,5,Initial contact,2.0,6215,40,2024-06-30,,2024,2024-04,71,,False,False,False,True,False,Medium (201-500)
"Bernier, Herman and Schulist",Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Laura Thompson,2024-03-30,SAAS,Opportunity,5,Initial contact,2.0,7596,30,2024-05-02,,2024,2024-03,33,,False,False,False,True,True,Medium (201-500)
Boyer and Sons,Italy,41.902782,12.496366,Telecommunications,Medium (201-500),Jessica Martinez,2024-05-26,SAAS,Opportunity,5,Initial contact,2.0,7503,50,2025-02-05,,2024,2024-05,255,,False,False,False,True,True,Medium (201-500)
Ratke Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Jessica Martinez,2024-03-01,Custom solution,Opportunity,5,Initial contact,2.0,3606,30,2024-09-20,,2024,2024-03,203,,False,False,False,True,False,Medium (201-500)
"Padberg, Koepp and Walsh",Switzerland,46.204391,6.143158,Agriculture & Mining,Medium (201-500),Laura Thompson,2024-02-03,SAAS,Opportunity,5,Initial contact,2.0,4178,60,2024-04-15,,2024,2024-02,72,,False,False,False,True,True,Medium (201-500)
"Monahan, Dooley and Jast",Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),John Smith,2024-04-08,Custom solution,Opportunity,5,Initial contact,2.0,529,20,2024-11-23,,2024,2024-04,229,,False,False,False,True,False,Medium (201-500)
"Lehner, Jacobi and Koepp",Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Emily Johnson,2024-03-05,Custom solution,Opportunity,5,Initial contact,2.0,6577,20,2024-11-15,,2024,2024-03,255,,False,False,False,True,False,Medium (201-500)
Ondricka-Jerde,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Jessica Martinez,2024-01-23,Services,Opportunity,5,Initial contact,2.0,1908,50,2025-01-20,,2024,2024-01,363,,False,False,False,True,False,Medium (201-500)
"Gerhold, Fahey and Schowalter",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-04-28,Services,Opportunity,5,Initial contact,2.0,360,10,2024-11-05,,2024,2024-04,191,,False,False,False,True,False,Medium (201-500)
Harvey-Gottlieb,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Laura Thompson,2024-04-29,SAAS,Opportunity,5,Initial contact,2.0,7973,30,2024-09-13,,2024,2024-04,137,,False,False,False,True,True,Medium (201-500)
"Botsford, Hudson and Becker",Germany,52.520008,13.404954,Construction & Engineering,Medium (201-500),Michael Brown,2024-05-18,Services,Opportunity,5,Initial contact,2.0,2029,20,2024-08-12,,2024,2024-05,86,,False,False,False,True,False,Medium (201-500)
Bogan Group,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Sarah Davis,2024-05-21,SAAS,Opportunity,5,Initial contact,2.0,3487,30,2025-01-08,,2024,2024-05,232,,False,False,False,True,True,Medium (201-500)
Morissette Group,Netherlands,52.370216,4.895168,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-05-26,Custom solution,Opportunity,5,Initial contact,2.0,5274,70,2024-10-23,,2024,2024-05,150,,False,False,False,True,False,Medium (201-500)
Huels-Hyatt,Austria,48.210033,16.363449,Construction & Engineering,Medium (201-500),Jessica Martinez,2024-05-26,Services,Opportunity,5,Initial contact,2.0,7451,20,2024-07-31,,2024,2024-05,66,,False,False,False,True,False,Medium (201-500)
Price-Pagac,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Laura Thompson,2024-01-13,SAAS,Opportunity,5,Initial contact,2.0,4486,60,2024-12-30,,2024,2024-01,352,,False,False,False,True,True,Medium (201-500)
Harris-Lindgren,Germany,52.520008,13.404954,Government Administration Healthcare,Medium (201-500),John Smith,2024-02-06,Custom solution,Opportunity,5,Initial contact,2.0,7066,80,2024-07-03,,2024,2024-02,148,,False,False,False,True,False,Medium (201-500)
Schimmel-Langosh,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),John Smith,2024-05-23,SAAS,Opportunity,5,Initial contact,2.0,1015,20,2024-11-28,,2024,2024-05,189,,False,False,False,True,True,Medium (201-500)
"Bosco, Hills and Reinger",France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Laura Thompson,2024-05-21,Custom solution,Opportunity,5,Initial contact,2.0,6185,70,2024-08-26,,2024,2024-05,97,,False,False,False,True,False,Medium (201-500)
"Crooks, Herzog and Leannon",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-04-13,Services,Opportunity,5,Initial contact,2.0,4202,40,2024-11-03,,2024,2024-04,204,,False,False,False,True,False,Medium (201-500)
"Greenholt, Gorczany and Osinski",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,2024-03-05,Custom solution,Opportunity,5,Initial contact,2.0,4592,20,2024-09-26,,2024,2024-03,205,,False,False,False,True,False,Medium (201-500)
Dach-Shields,Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Laura Thompson,2024-03-23,Services,Opportunity,5,Initial contact,2.0,5567,30,2024-08-12,,2024,2024-03,142,,False,False,False,True,False,Medium (201-500)
Blanda-Bednar,Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Medium (201-500),Jessica Martinez,2024-04-11,SAAS,Opportunity,5,Initial contact,2.0,7438,60,2024-08-12,,2024,2024-04,123,,False,False,False,True,True,Medium (201-500)
"Bergnaum, Johnson and Grimes",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,2024-02-26,SAAS,Opportunity,5,Initial contact,2.0,7116,20,2024-07-23,,2024,2024-02,148,,False,False,False,True,True,Medium (201-500)
Lesch LLC,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Kevin Anderson,2024-05-09,SAAS,Opportunity,5,Initial contact,2.0,3763,60,2025-01-20,,2024,2024-05,256,,False,False,False,True,True,Medium (201-500)
Reichert LLC,Austria,48.210033,16.363449,Education & Science,Medium (201-500),Laura Thompson,2024-05-15,SAAS,Opportunity,5,Initial contact,2.0,520,30,2024-12-21,,2024,2024-05,220,,False,False,False,True,True,Medium (201-500)
Breitenberg-Huel,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-02-02,Services,Opportunity,5,Initial contact,2.0,7236,70,2024-05-09,,2024,2024-02,97,,False,False,False,True,False,Medium (201-500)
O'Conner-Braun,France,48.864716,2.349014,Manufacturing & Production,Medium (201-500),Jessica Martinez,2024-03-07,Services,Opportunity,5,Initial contact,2.0,7972,30,2024-04-17,,2024,2024-03,41,,False,False,False,True,False,Medium (201-500)
"Shanahan, Senger and Rogahn",Portugal,38.736946,-9.142685,Retail & Distribution,Medium (201-500),Michael Brown,2024-01-03,Services,Opportunity,5,Initial contact,2.0,5674,50,2024-03-16,,2024,2024-01,73,,False,False,False,True,False,Medium (201-500)
Aimbo,Spain,40.416775,-3.70379,Transportation & Logistics,Large (501-1000),Kevin Anderson,2024-01-13,Services,Opportunity,5,Initial contact,2.0,3461,30,2024-07-21,,2024,2024-01,190,,False,False,False,True,False,Large (501-1000)
Skajo,Germany,52.520008,13.404954,IT & IT Services,Large (501-1000),Emily Johnson,2024-02-17,Services,Opportunity,5,Initial contact,2.0,2425,20,2024-11-02,,2024,2024-02,259,,False,False,False,True,False,Large (501-1000)
Yodel,Italy,41.902782,12.496366,Banking and Finance,Large (501-1000),John Smith,2024-04-01,SAAS,Opportunity,5,Initial contact,2.0,19997,100,2024-07-25,,2024,2024-04,115,,False,False,False,True,True,Large (501-1000)
Greenfelder-Johns,Italy,41.902782,12.496366,Manufacturing & Production,Large (501-1000),Michael Brown,2024-04-29,Services,Opportunity,5,Initial contact,2.0,3823,50,2024-12-10,,2024,2024-04,225,,False,False,False,True,False,Large (501-1000)
"Mosciski, Hansen and Ruecker",Switzerland,46.204391,6.143158,Manufacturing & Production,Large (501-1000),John Smith,2024-04-06,Custom solution,Opportunity,5,Initial contact,2.0,9441,50,2024-10-23,,2024,2024-04,200,,False,False,False,True,False,Large (501-1000)
Balistreri LLC,Portugal,38.736946,-9.142685,Banking and Finance,Large (501-1000),Laura Thompson,2024-04-26,Services,Opportunity,5,Initial contact,2.0,16217,40,2025-02-27,,2024,2024-04,307,,False,False,False,True,False,Large (501-1000)
"Barrows, Jacobs and O'Hara",Spain,40.416775,-3.70379,Government Administration Healthcare,Large (501-1000),Jessica Martinez,2024-04-15,SAAS,Opportunity,5,Initial contact,2.0,15769,50,2024-09-19,,2024,2024-04,157,,False,False,False,True,True,Large (501-1000)
Schaefer-Lockman,Germany,52.520008,13.404954,Banking and Finance,Large (501-1000),David Wilson,2024-02-28,Custom solution,Opportunity,5,Initial contact,2.0,8716,30,2024-09-18,,2024,2024-02,203,,False,False,False,True,False,Large (501-1000)
Barrows-Waelchi,Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),Jessica Martinez,2024-03-22,Custom solution,Opportunity,5,Initial contact,2.0,11913,50,2024-12-10,,2024,2024-03,263,,False,False,False,True,False,Large (501-1000)
Walsh Inc,France,48.864716,2.349014,Recreation & Sports,Enterprise (1001+),Jessica Martinez,2024-05-25,Services,Opportunity,5,Initial contact,2.0,17606,20,2024-06-29,,2024,2024-05,35,,False,False,False,True,False,Enterprise (1001+)
Trantow Group,Belgium,51.260197,4.402771,Agriculture & Mining,Enterprise (1001+),Laura Thompson,2024-05-10,SAAS,Opportunity,5,Initial contact,2.0,17361,30,2024-11-24,,2024,2024-05,198,,False,False,False,True,True,Enterprise (1001+)
"Murphy, Hudson and Considine",France,48.864716,2.349014,Manufacturing & Production,Enterprise (1001+),Laura Thompson,2024-05-10,Custom solution,Opportunity,5,Initial contact,2.0,15588,40,2025-02-26,,2024,2024-05,292,,False,False,False,True,False,Enterprise (1001+)
Tagchat,Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Michael Brown,2024-01-28,SAAS,Opportunity,5,Lost,6.0,1615,30,2024-07-13,,2024,2024-01,167,,False,True,True,False,True,Small (11-200)
Yata,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Laura Thompson,2024-02-27,Services,Opportunity,5,Lost,6.0,1317,20,2024-12-26,,2024,2024-02,303,,False,True,True,False,False,Small (11-200)
Cogibox,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Sarah Davis,2024-04-09,SAAS,Opportunity,5,Lost,6.0,1152,50,2024-10-22,,2024,2024-04,196,,False,True,True,False,True,Small (11-200)
Skynoodle,France,48.864716,2.349014,Agriculture & Mining,Small (11-200),David Wilson,2024-04-10,SAAS,Opportunity,5,Lost,6.0,1158,30,2024-11-22,,2024,2024-04,226,,False,True,True,False,True,Small (11-200)
"Heidenreich, Stehr and Johnston",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,2024-04-26,Custom solution,Opportunity,5,Lost,6.0,1306,50,2025-03-24,,2024,2024-04,332,,False,True,True,False,False,Small (11-200)
Schultz-Kirlin,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),John Smith,2024-01-13,Services,Opportunity,5,Lost,6.0,1170,20,2024-04-15,,2024,2024-01,93,,False,True,True,False,False,Small (11-200)
Blick-Schamberger,Germany,52.520008,13.404954,Agriculture & Mining,Small (11-200),Emily Johnson,2024-01-13,Custom solution,Opportunity,5,Lost,6.0,1791,30,2024-08-29,,2024,2024-01,229,,False,True,True,False,False,Small (11-200)
White-Donnelly,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),Emily Johnson,2024-02-07,SAAS,Opportunity,5,Lost,6.0,632,50,2024-09-30,,2024,2024-02,236,,False,True,True,False,True,Small (11-200)
Wuckert and Sons,Belgium,51.260197,4.402771,Manufacturing & Production,Small (11-200),Michael Brown,2024-05-11,Custom solution,Opportunity,5,Lost,6.0,644,20,2025-01-10,,2024,2024-05,244,,False,True,True,False,False,Small (11-200)
"Batz, Fay and Murray",France,48.864716,2.349014,Transportation & Logistics,Small (11-200),David Wilson,2024-03-30,SAAS,Opportunity,5,Lost,6.0,229,20,2025-03-23,,2024,2024-03,358,,False,True,True,False,True,Small (11-200)
Harvey-Reichel,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Kevin Anderson,2024-05-02,Custom solution,Opportunity,5,Lost,6.0,1767,40,2024-10-24,,2024,2024-05,175,,False,True,True,False,False,Small (11-200)
Hilpert and Sons,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),Emily Johnson,2024-04-07,SAAS,Opportunity,5,Lost,6.0,1844,20,2025-01-21,,2024,2024-04,289,,False,True,True,False,True,Small (11-200)
Stanton and Sons,Italy,41.902782,12.496366,Agriculture & Mining,Small (11-200),Michael Brown,2024-01-21,Custom solution,Opportunity,5,Lost,6.0,1361,40,2024-06-22,,2024,2024-01,153,,False,True,True,False,False,Small (11-200)
"Dare, Kassulke and Nicolas",Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),John Smith,2024-04-19,Services,Opportunity,5,Lost,6.0,1548,20,2024-08-10,,2024,2024-04,113,,False,True,True,False,False,Small (11-200)
"O'Connell, Harber and Koelpin",Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),David Wilson,2024-01-06,Services,Opportunity,5,Lost,6.0,1976,40,2024-12-05,,2024,2024-01,334,,False,True,True,False,False,Small (11-200)
Schmidt-Hettinger,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),Michael Brown,2024-03-12,SAAS,Opportunity,5,Lost,6.0,741,30,2024-04-02,,2024,2024-03,21,,False,True,True,False,True,Small (11-200)
Abernathy-Kohler,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),David Wilson,2024-04-20,Services,Opportunity,5,Lost,6.0,1006,50,2025-04-12,,2024,2024-04,357,,False,True,True,False,False,Small (11-200)
Kessler-Hirthe,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),John Smith,2024-05-07,Services,Opportunity,5,Lost,6.0,1764,40,2025-01-15,,2024,2024-05,253,,False,True,True,False,False,Small (11-200)
